,id,profile_url,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,630970,https://www.abgeordnetenwatch.de/profile/norbert-lammert,0,185,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"Nehmen Sie bitte Platz. Die Sitzung ist eröffnet.

Guten Morgen, liebe Kolleginnen und Kollegen! Ich begrüße Sie alle herzlich zur ersten Plenarsitzung nach der Sommerpause. Ich hoffe, dass Sie alle gut erholt und gut gelaunt nach Berlin zurückgekehrt sind und die nötige Energie für die Haushaltsberatungen mitgebracht haben.

Bevor wir diese Debatte eröffnen, möchte ich noch einige besondere Geburtstage erwähnen, die in der Sommerpause stattgefunden haben: Der Kollege Michael Groß hat seinen 60. Geburtstag gefeiert, die Kollegin Anita Schäfer und der Kollege Eberhard Gienger ihren 65. Geburtstag - wir arbeiten uns langsam nach vorne -, der Kollege Hans-Peter Uhl seinen 72., die Kollegin Erika Steinbach ihren 73. Geburtstag. Ihnen allen unsere herzlichen Glückwünsche und guten Wünsche für das neue Lebensjahr!","TOP 1 Einbringung Haushaltsgesetz 2017, Finanzplan des Bundes 2016 bis 2020",14971,chair,18
1,630971,,1,185,,,,,,Beifall,"TOP 1 Einbringung Haushaltsgesetz 2017, Finanzplan des Bundes 2016 bis 2020",14971,poi,18
2,630972,https://www.abgeordnetenwatch.de/profile/norbert-lammert,2,185,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"Dann möchte ich Sie davon unterrichten, dass die Kollegin Petra Hinz aus dem Deutschen Bundestag ausgeschieden ist und für sie der Kollege Jürgen Coße als Mitglied des Deutschen Bundestages nachrückt. Im Namen des gesamten Hauses möchte ich ihn herzlich begrüßen.","TOP 1 Einbringung Haushaltsgesetz 2017, Finanzplan des Bundes 2016 bis 2020",14971,chair,18
3,630973,,3,185,,,,,,Beifall,"TOP 1 Einbringung Haushaltsgesetz 2017, Finanzplan des Bundes 2016 bis 2020",14971,poi,18
4,630974,https://www.abgeordnetenwatch.de/profile/norbert-lammert,4,185,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"Wir wünschen Ihnen einen guten Start und uns eine gute Zusammenarbeit.

Ich rufe nun die Tagesordnungspunkte 1 a und 1 b auf:

1.   a)	Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes über die Feststellung des Bundeshaushaltsplans für das Haushaltsjahr 2017 (Haushaltsgesetz 2017)

Drucksache 18/9200

Überweisungsvorschlag:

Haushaltsausschuss

b)	Beratung der Unterrichtung durch die Bundesregierung

Finanzplan des Bundes 2016 bis 2020

Drucksache 18/9201

Überweisungsvorschlag:

Haushaltsausschuss

Nach einer interfraktionellen Vereinbarung sind im Rahmen der Haushaltsberatungen für die heutige Aussprache im Anschluss an die 40minütige Einbringung des Haushalts 6 Stunden und 24 Minuten, für Mittwoch 8 Stunden und 32 Minuten, für Donnerstag 8 Stunden und 29 Minuten sowie für Freitag 4 Stunden und 48 Minuten vorgesehen - Sie alle bringen hoffentlich Stoppuhren mit. Gibt es Widerspruch gegen diese Vereinbarungen der zeitlichen Dauer der jeweiligen Plenartage? - Das ist nicht der Fall. Dann ist das so beschlossen.

Das Wort zur Einbringung des Haushalts hat nun der Bundesminister der Finanzen, Dr. Wolfgang Schäuble.","TOP 1 Einbringung Haushaltsgesetz 2017, Finanzplan des Bundes 2016 bis 2020",14971,chair,18
5,630975,,5,185,,,,,,Beifall bei der CDU/CSU und der SPD,"TOP 1 Einbringung Haushaltsgesetz 2017, Finanzplan des Bundes 2016 bis 2020",14971,poi,18
6,630976,https://www.abgeordnetenwatch.de/profile/wolfgang-schauble/archive/214886,6,185,"Dr. Wolfgang Schäuble, Bundesminister der Finanzen",Dr. Wolfgang Schäuble,wolfgang-schauble,1673.0,,Herr Präsident! Meine Damen und Herren! Wir leben in widersprüchlichen Zeiten. Es geht uns in Deutschland gut;,"TOP 1 Einbringung Haushaltsgesetz 2017, Finanzplan des Bundes 2016 bis 2020",14971,speech,18
7,630977,,7,185,Zuruf von der LINKEN,von der LINKEN,von-der-linken,,linke,Na ja!,"TOP 1 Einbringung Haushaltsgesetz 2017, Finanzplan des Bundes 2016 bis 2020",14971,poi,18
8,630978,,8,185,Matthias W. Birkwald [DIE LINKE],Matthias W. Birkwald,matthias-birkwald,,linke,Aber nicht allen!,"TOP 1 Einbringung Haushaltsgesetz 2017, Finanzplan des Bundes 2016 bis 2020",14971,poi,18
9,630979,https://www.abgeordnetenwatch.de/profile/wolfgang-schauble/archive/214886,9,185,"Dr. Wolfgang Schäuble, Bundesminister der Finanzen",Dr. Wolfgang Schäuble,wolfgang-schauble,1673.0,,"das ist den Menschen auch bewusst. Wirtschaftlich geht es uns so gut wie nie zuvor. Die Zahl der Erwerbstätigen ist in diesem Jahr mit 43,5 Millionen auf einem erneuten Rekordhoch. Im August hatten wir die niedrigste Arbeitslosenzahl seit 25 Jahren. Die Preise sind stabil; in diesem Sommer haben sich noch nicht einmal in der Reisezeit die Benzinpreise erhöht. Die Reallöhne sind seit 2013 deutlich gestiegen, allein im vergangenen Jahr um 2,4 Prozent; das ist der höchste Anstieg des Reallohnindex seit Beginn der Zeitreihe im Jahr 2008. Und auch die Renten sind so stark gestiegen wie lange nicht mehr: zum 1. Juli um 4,25 Prozent im Westen und um 5,95 Prozent im Osten. Wir haben seit 2010 ein gesundes Wirtschaftswachstum, zuletzt 1,7 Prozent in 2015, und wir können auch in diesem und im nächsten Jahr mit einem ordentlichen Wachstum rechnen.

Dennoch und zugleich machen sich viele Menschen in unserem Land Sorgen um die Zukunft. Sie fragen sich, ob es uns auch weiter gut gehen wird. Das ist eine berechtigte Frage. Die Liste der Gründe dafür ist lang, und sie ist in letzter Zeit länger geworden. Ich glaube, es sind vor allen Dingen die ungeheuer schnellen Veränderungen in allen Bereichen unserer Gesellschaft und unserer Wirtschaft, und sie treffen uns - das schwingt immer mit - bei unserer nicht ganz unproblematischen demografischen Entwicklung.

Dann erleben wir das Innovationsschwungrad globalisierter Märkte. Die neue Welt der Digitalisierung und der sozialen Netzwerke ist Auslöser eben auch von Überforderung, nicht zuletzt durch die direkte Wahrnehmung von Geschehnissen in unserer Umwelt, ob in der unmittelbaren Nachbarschaft oder in weit entfernten Regionen in jedem Teil der Welt. Die öffentliche Kommunikation im Internet und in sozialen Netzwerken hat oft erratische Züge. Viele dieser Veränderungen sind irgendwie abstrakt, nicht so richtig greifbar. Aber dann kommt auch noch sehr Konkretes hinzu. Und so wächst das Gefühl von Unsicherheit.

Es stürmt vieles von außen auf uns ein, Bedrohliches, Bedrückendes, Beunruhigendes, in der Fülle oft schwer zu sortieren: die Angriffe und Attentate dieses Sommers - Nizza, München, Würzburg, Ansbach -, die Konflikte, Krisen und Kriege um Europa herum, der Horror in Syrien, in Aleppo, der schwelende, erneut aufflammende Konflikt in der Ukraine und immer wieder ertrinkende Flüchtlinge im Mittelmeer. Und dann die Sorge, wie unsere Gesellschaft sich verändert: durch die Flüchtlinge, durch Zuwanderung, durch zunehmende Ängste vor Terror und Unsicherheit. Dann kommen die instabile Lage und die beunruhigende Politik in der Türkei hinzu mit ihren Konsequenzen für das Zusammenleben in Deutschland sowie der Propagandakrieg Russlands.

So gibt es auch bei uns zunehmend Rufe nach dem starken Mann. Das ist eine Gemengelage, in der die Sehnsucht nach markigen und einfachen Antworten stärker wird, eine Zeit für Demagogen. In dieser widersprüchlichen Lage und Gefühlslage muss demokratische Politik Chancen eröffnen, um die Art und Weise, wie wir leben, um unsere freiheitliche Gesellschaft, um unseren Wohlstand dauerhaft bewahren zu können. Wir müssen jetzt beweisen, dass die Integration der vielen Flüchtlinge gelingen kann, der Flüchtlinge, die hierbleiben werden, sei es auch nur für einen gewissen Zeitraum, und wir müssen beweisen, dass wir die möglichen Sicherheitsrisiken, die mit diesem Zustrom an Menschen auch verbunden sind, erkennen und unter Kontrolle halten.

Die Aufgaben an sich sind schon groß genug; aber es geht um noch mehr. Es hilft alles nichts: Unser Land verändert sich. Es hat sich zwar immer schon verändert, und das wird es auch weiter tun; aber Ausmaß und Geschwindigkeit der Veränderungen scheinen zuzunehmen, und das ängstigt. Wir haben uns in unserer Geschichte immer wieder auch großen Veränderungen gestellt, übrigens gerade in den letzten Jahrzehnten mit großem Erfolg. Das kann und das muss uns auch heute gelingen. Wir müssen immer wieder lernen, mit Risiken zu leben. Aber wir sind eine offene Gesellschaft, und wir sind es geblieben; wir werden auch jetzt dafür kämpfen. Wir werden unsere Ansprüche an Freiheit, Recht und Gleichheit durchsetzen.","TOP 1 Einbringung Haushaltsgesetz 2017, Finanzplan des Bundes 2016 bis 2020",14971,speech,18
